組別,科目名稱                                                                                            ,分數區間均數,人數,百分比,累計人數,累計百分比
34,國文、英文、地理                                                                                            ,97.5,293,0.76,34439     ,89.90
34,國文、英文、地理                                                                                            ,94.5,270,0.7,34709     ,90.61
34,國文、英文、地理                                                                                            ,91.5,254,0.66,34963     ,91.27
34,國文、英文、地理                                                                                            ,88.5,212,0.55,35175     ,91.82
34,國文、英文、地理                                                                                            ,85.5,201,0.52,35376     ,92.35
34,國文、英文、地理                                                                                            ,82.5,172,0.45,35548     ,92.80
34,國文、英文、地理                                                                                            ,79.5,159,0.42,35707     ,93.21
34,國文、英文、地理                                                                                            ,76.5,134,0.35,35841     ,93.56
34,國文、英文、地理                                                                                            ,73.5,133,0.35,35974     ,93.91
34,國文、英文、地理                                                                                            ,70.5,105,0.27,36079     ,94.18
34,國文、英文、地理                                                                                            ,67.5,80,0.21,36159     ,94.39
34,國文、英文、地理                                                                                            ,64.5,66,0.17,36225     ,94.56
34,國文、英文、地理                                                                                            ,61.5,60,0.16,36285     ,94.72
34,國文、英文、地理                                                                                            ,58.5,45,0.12,36330     ,94.84
34,國文、英文、地理                                                                                            ,55.5,37,0.1,36367     ,94.94
34,國文、英文、地理                                                                                            ,52.5,25,0.07,36392     ,95.0
34,國文、英文、地理                                                                                            ,49.5,24,0.06,36416     ,95.06
34,國文、英文、地理                                                                                            ,46.5,26,0.07,36442     ,95.13
34,國文、英文、地理                                                                                            ,43.5,11,0.03,36453     ,95.16
34,國文、英文、地理                                                                                            ,40.5,10,0.03,36463     ,95.19
34,國文、英文、地理                                                                                            ,37.5,20,0.05,36483     ,95.24
34,國文、英文、地理                                                                                            ,34.5,18,0.05,36501     ,95.29
34,國文、英文、地理                                                                                            ,31.5,9,0.02,36510     ,95.31
34,國文、英文、地理                                                                                            ,28.5,8,0.02,36518     ,95.33
34,國文、英文、地理                                                                                            ,25.5,2,0.01,36520     ,95.34
34,國文、英文、地理                                                                                            ,22.5,1,0,36521     ,95.34
34,國文、英文、地理                                                                                            ,19.5,1,0,36522     ,95.34
34,國文、英文、地理                                                                                            ,16.5,2,0.01,36524     ,95.35
34,國文、英文、地理                                                                                            ,13.5,2,0.01,36526     ,95.35
34,國文、英文、地理                                                                                            ,10.5,1,0,36527     ,95.35
34,國文、英文、地理                                                                                            ,7.5,2,0.01,36529     ,95.36
34,國文、英文、地理                                                                                            ,4.5,0,0,36529     ,95.36
34,國文、英文、地理                                                                                            ,1.5,1778,4.64,38307     ,100.0
35,國文、英文、歷史                                                                                            ,298.5,0,0,0         ,0.0
35,國文、英文、歷史                                                                                            ,295.5,0,0,0         ,0.0
35,國文、英文、歷史                                                                                            ,292.5,0,0,0         ,0.0
35,國文、英文、歷史                                                                                            ,289.5,0,0,0         ,0.0
35,國文、英文、歷史                                                                                            ,286.5,0,0,0         ,0.0
35,國文、英文、歷史                                                                                            ,283.5,0,0,0         ,0.0
35,國文、英文、歷史                                                                                            ,280.5,0,0,0         ,0.0
35,國文、英文、歷史                                                                                            ,277.5,1,0,1         ,0.0
35,國文、英文、歷史                                                                                            ,274.5,0,0,1         ,0.0
35,國文、英文、歷史                                                                                            ,271.5,4,0.01,5         ,0.01
35,國文、英文、歷史                                                                                            ,268.5,6,0.02,11        ,0.03
35,國文、英文、歷史                                                                                            ,265.5,23,0.06,34        ,0.09
35,國文、英文、歷史                                                                                            ,262.5,36,0.09,70        ,0.18
35,國文、英文、歷史                                                                                            ,259.5,76,0.2,146       ,0.38
35,國文、英文、歷史                                                                                            ,256.5,131,0.34,277       ,0.72
35,國文、英文、歷史                                                                                            ,253.5,179,0.46,456       ,1.18
35,國文、英文、歷史                                                                                            ,250.5,229,0.59,685       ,1.77
35,國文、英文、歷史                                                                                            ,247.5,281,0.73,966       ,2.50
35,國文、英文、歷史                                                                                            ,244.5,352,0.91,1318      ,3.41
35,國文、英文、歷史                                                                                            ,241.5,433,1.12,1751      ,4.53
35,國文、英文、歷史                                                                                            ,238.5,540,1.4,2291      ,5.93
35,國文、英文、歷史                                                                                            ,235.5,557,1.44,2848      ,7.38
35,國文、英文、歷史                                                                                            ,232.5,645,1.67,3493      ,9.05
35,國文、英文、歷史                                                                                            ,229.5,674,1.75,4167      ,10.79
35,國文、英文、歷史                                                                                            ,226.5,736,1.91,4903      ,12.70
35,國文、英文、歷史                                                                                            ,223.5,783,2.03,5686      ,14.72
35,國文、英文、歷史                                                                                            ,220.5,734,1.9,6420      ,16.63
35,國文、英文、歷史                                                                                            ,217.5,789,2.04,7209      ,18.67
35,國文、英文、歷史                                                                                            ,214.5,762,1.97,7971      ,20.64
35,國文、英文、歷史                                                                                            ,211.5,805,2.08,8776      ,22.73
35,國文、英文、歷史                                                                                            ,208.5,837,2.17,9613      ,24.89
35,國文、英文、歷史                                                                                            ,205.5,807,2.09,10420     ,26.98
35,國文、英文、歷史                                                                                            ,202.5,768,1.99,11188     ,28.97
35,國文、英文、歷史                                                                                            ,199.5,754,1.95,11942     ,30.93
35,國文、英文、歷史                                                                                            ,196.5,810,2.1,12752     ,33.02
35,國文、英文、歷史                                                                                            ,193.5,755,1.96,13507     ,34.98
35,國文、英文、歷史                                                                                            ,190.5,831,2.15,14338     ,37.13
35,國文、英文、歷史                                                                                            ,187.5,816,2.11,15154     ,39.24
35,國文、英文、歷史                                                                                            ,184.5,763,1.98,15917     ,41.22
35,國文、英文、歷史                                                                                            ,181.5,771,2,16688     ,43.22
35,國文、英文、歷史                                                                                            ,178.5,842,2.18,17530     ,45.40
35,國文、英文、歷史                                                                                            ,175.5,796,2.06,18326     ,47.46
35,國文、英文、歷史                                                                                            ,172.5,837,2.17,19163     ,49.62
35,國文、英文、歷史                                                                                            ,169.5,852,2.21,20015     ,51.83
35,國文、英文、歷史                                                                                            ,166.5,858,2.22,20873     ,54.05
35,國文、英文、歷史                                                                                            ,163.5,857,2.22,21730     ,56.27
35,國文、英文、歷史                                                                                            ,160.5,849,2.2,22579     ,58.47
35,國文、英文、歷史                                                                                            ,157.5,910,2.36,23489     ,60.83
35,國文、英文、歷史                                                                                            ,154.5,795,2.06,24284     ,62.89
35,國文、英文、歷史                                                                                            ,151.5,829,2.15,25113     ,65.03
35,國文、英文、歷史                                                                                            ,148.5,809,2.09,25922     ,67.13
35,國文、英文、歷史                                                                                            ,145.5,812,2.1,26734     ,69.23
35,國文、英文、歷史                                                                                            ,142.5,753,1.95,27487     ,71.18
35,國文、英文、歷史                                                                                            ,139.5,742,1.92,28229     ,73.10
35,國文、英文、歷史                                                                                            ,136.5,748,1.94,28977     ,75.04
35,國文、英文、歷史                                                                                            ,133.5,743,1.92,29720     ,76.96
35,國文、英文、歷史                                                                                            ,130.5,685,1.77,30405     ,78.74
35,國文、英文、歷史                                                                                            ,127.5,656,1.7,31061     ,80.44
35,國文、英文、歷史                                                                                            ,124.5,632,1.64,31693     ,82.07
35,國文、英文、歷史                                                                                            ,121.5,546,1.41,32239     ,83.49
35,國文、英文、歷史                                                                                            ,118.5,521,1.35,32760     ,84.84
35,國文、英文、歷史                                                                                            ,115.5,510,1.32,33270     ,86.16
35,國文、英文、歷史                                                                                            ,112.5,446,1.15,33716     ,87.31
35,國文、英文、歷史                                                                                            ,109.5,373,0.97,34089     ,88.28
35,國文、英文、歷史                                                                                            ,106.5,378,0.98,34467     ,89.26
35,國文、英文、歷史                                                                                            ,103.5,316,0.82,34783     ,90.07
35,國文、英文、歷史                                                                                            ,100.5,290,0.75,35073     ,90.83
35,國文、英文、歷史                                                                                            ,97.5,226,0.59,35299     ,91.41
35,國文、英文、歷史                                                                                            ,94.5,221,0.57,35520     ,91.98
35,國文、英文、歷史                                                                                            ,91.5,162,0.42,35682     ,92.40
35,國文、英文、歷史                                                                                            ,88.5,188,0.49,35870     ,92.89
35,國文、英文、歷史                                                                                            ,85.5,137,0.35,36007     ,93.24
35,國文、英文、歷史                                                                                            ,82.5,136,0.35,36143     ,93.60
35,國文、英文、歷史                                                                                            ,79.5,93,0.24,36236     ,93.84
35,國文、英文、歷史                                                                                            ,76.5,80,0.21,36316     ,94.04
35,國文、英文、歷史                                                                                            ,73.5,81,0.21,36397     ,94.25
35,國文、英文、歷史                                                                                            ,70.5,80,0.21,36477     ,94.46
35,國文、英文、歷史                                                                                            ,67.5,51,0.13,36528     ,94.59
35,國文、英文、歷史                                                                                            ,64.5,48,0.12,36576     ,94.72
35,國文、英文、歷史                                                                                            ,61.5,38,0.1,36614     ,94.82
35,國文、英文、歷史                                                                                            ,58.5,34,0.09,36648     ,94.90
35,國文、英文、歷史                                                                                            ,55.5,24,0.06,36672     ,94.97
35,國文、英文、歷史                                                                                            ,52.5,27,0.07,36699     ,95.04
35,國文、英文、歷史                                                                                            ,49.5,19,0.05,36718     ,95.08
35,國文、英文、歷史                                                                                            ,46.5,18,0.05,36736     ,95.13
35,國文、英文、歷史                                                                                            ,43.5,15,0.04,36751     ,95.17
35,國文、英文、歷史                                                                                            ,40.5,13,0.03,36764     ,95.20
35,國文、英文、歷史                                                                                            ,37.5,17,0.04,36781     ,95.25
35,國文、英文、歷史                                                                                            ,34.5,11,0.03,36792     ,95.28
35,國文、英文、歷史                                                                                            ,31.5,8,0.02,36800     ,95.30
35,國文、英文、歷史                                                                                            ,28.5,7,0.02,36807     ,95.32
35,國文、英文、歷史                                                                                            ,25.5,2,0.01,36809     ,95.32
35,國文、英文、歷史                                                                                            ,22.5,2,0.01,36811     ,95.33
35,國文、英文、歷史                                                                                            ,19.5,3,0.01,36814     ,95.33
35,國文、英文、歷史                                                                                            ,16.5,1,0,36815     ,95.34
35,國文、英文、歷史                                                                                            ,13.5,2,0.01,36817     ,95.34
35,國文、英文、歷史                                                                                            ,10.5,1,0,36818     ,95.34
35,國文、英文、歷史                                                                                            ,7.5,2,0.01,36820     ,95.35
35,國文、英文、歷史                                                                                            ,4.5,0,0,36820     ,95.35
35,國文、英文、歷史                                                                                            ,1.5,1796,4.65,38616     ,100.0
37,國文、英文、歷史、公民與社會                                                                                      ,398,0,0,0         ,0.0
37,國文、英文、歷史、公民與社會                                                                                      ,394,0,0,0         ,0.0
37,國文、英文、歷史、公民與社會                                                                                      ,390,0,0,0         ,0.0
37,國文、英文、歷史、公民與社會                                                                                      ,386,0,0,0         ,0.0
37,國文、英文、歷史、公民與社會                                                                                      ,382,0,0,0         ,0.0
37,國文、英文、歷史、公民與社會                                                                                      ,378,0,0,0         ,0.0
37,國文、英文、歷史、公民與社會                                                                                      ,374,0,0,0         ,0.0
37,國文、英文、歷史、公民與社會                                                                                      ,370,0,0,0         ,0.0
37,國文、英文、歷史、公民與社會                                                                                      ,366,1,0,1         ,0.0
37,國文、英文、歷史、公民與社會                                                                                      ,362,8,0.02,9         ,0.03
37,國文、英文、歷史、公民與社會                                                                                      ,358,14,0.04,23        ,0.07
37,國文、英文、歷史、公民與社會                                                                                      ,354,52,0.16,75        ,0.22
37,國文、英文、歷史、公民與社會                                                                                      ,350,80,0.24,155       ,0.46
37,國文、英文、歷史、公民與社會                                                                                      ,346,114,0.34,269       ,0.80
37,國文、英文、歷史、公民與社會                                                                                      ,342,186,0.56,455       ,1.36
37,國文、英文、歷史、公民與社會                                                                                      ,338,246,0.74,701       ,2.10
37,國文、英文、歷史、公民與社會                                                                                      ,334,297,0.89,998       ,2.98
37,國文、英文、歷史、公民與社會                                                                                      ,330,375,1.12,1373      ,4.11
37,國文、英文、歷史、公民與社會                                                                                      ,326,427,1.28,1800      ,5.38
37,國文、英文、歷史、公民與社會                                                                                      ,322,529,1.58,2329      ,6.97
37,國文、英文、歷史、公民與社會                                                                                      ,318,575,1.72,2904      ,8.69
37,國文、英文、歷史、公民與社會                                                                                      ,314,621,1.86,3525      ,10.54
37,國文、英文、歷史、公民與社會                                                                                      ,310,699,2.09,4224      ,12.63
37,國文、英文、歷史、公民與社會                                                                                      ,306,668,2,4892      ,14.63
37,國文、英文、歷史、公民與社會                                                                                      ,302,735,2.2,5627      ,16.83
37,國文、英文、歷史、公民與社會                                                                                      ,298,741,2.22,6368      ,19.05
37,國文、英文、歷史、公民與社會                                                                                      ,294,754,2.26,7122      ,21.30
37,國文、英文、歷史、公民與社會                                                                                      ,290,721,2.16,7843      ,23.46
37,國文、英文、歷史、公民與社會                                                                                      ,286,718,2.15,8561      ,25.60
37,國文、英文、歷史、公民與社會                                                                                      ,282,718,2.15,9279      ,27.75
37,國文、英文、歷史、公民與社會                                                                                      ,278,750,2.24,10029     ,29.99
37,國文、英文、歷史、公民與社會                                                                                      ,274,766,2.29,10795     ,32.29
37,國文、英文、歷史、公民與社會                                                                                      ,270,760,2.27,11555     ,34.56
37,國文、英文、歷史、公民與社會                                                                                      ,266,733,2.19,12288     ,36.75
37,國文、英文、歷史、公民與社會                                                                                      ,262,745,2.23,13033     ,38.98
37,國文、英文、歷史、公民與社會                                                                                      ,258,726,2.17,13759     ,41.15
37,國文、英文、歷史、公民與社會                                                                                      ,254,778,2.33,14537     ,43.48
37,國文、英文、歷史、公民與社會                                                                                      ,250,778,2.33,15315     ,45.80
37,國文、英文、歷史、公民與社會                                                                                      ,246,794,2.37,16109     ,48.18
37,國文、英文、歷史、公民與社會                                                                                      ,242,747,2.23,16856     ,50.41
37,國文、英文、歷史、公民與社會                                                                                      ,238,840,2.51,17696     ,52.92
37,國文、英文、歷史、公民與社會                                                                                      ,234,811,2.43,18507     ,55.35
37,國文、英文、歷史、公民與社會                                                                                      ,230,810,2.42,19317     ,57.77
37,國文、英文、歷史、公民與社會                                                                                      ,226,825,2.47,20142     ,60.24
37,國文、英文、歷史、公民與社會                                                                                      ,222,843,2.52,20985     ,62.76
37,國文、英文、歷史、公民與社會                                                                                      ,218,752,2.25,21737     ,65.01
37,國文、英文、歷史、公民與社會                                                                                      ,214,770,2.3,22507     ,67.31
37,國文、英文、歷史、公民與社會                                                                                      ,210,730,2.18,23237     ,69.50
37,國文、英文、歷史、公民與社會                                                                                      ,206,689,2.06,23926     ,71.56
37,國文、英文、歷史、公民與社會                                                                                      ,202,664,1.99,24590     ,73.54
37,國文、英文、歷史、公民與社會                                                                                      ,198,680,2.03,25270     ,75.58
37,國文、英文、歷史、公民與社會                                                                                      ,194,622,1.86,25892     ,77.44
37,國文、英文、歷史、公民與社會                                                                                      ,190,573,1.71,26465     ,79.15
37,國文、英文、歷史、公民與社會                                                                                      ,186,523,1.56,26988     ,80.72
37,國文、英文、歷史、公民與社會                                                                                      ,182,536,1.6,27524     ,82.32
37,國文、英文、歷史、公民與社會                                                                                      ,178,463,1.38,27987     ,83.70
37,國文、英文、歷史、公民與社會                                                                                      ,174,454,1.36,28441     ,85.06
37,國文、英文、歷史、公民與社會                                                                                      ,170,365,1.09,28806     ,86.15
37,國文、英文、歷史、公民與社會                                                                                      ,166,343,1.03,29149     ,87.18
37,國文、英文、歷史、公民與社會                                                                                      ,162,309,0.92,29458     ,88.10
37,國文、英文、歷史、公民與社會                                                                                      ,158,303,0.91,29761     ,89.01
37,國文、英文、歷史、公民與社會                                                                                      ,154,253,0.76,30014     ,89.77
37,國文、英文、歷史、公民與社會                                                                                      ,150,253,0.76,30267     ,90.52
37,國文、英文、歷史、公民與社會                                                                                      ,146,193,0.58,30460     ,91.10
37,國文、英文、歷史、公民與社會                                                                                      ,142,169,0.51,30629     ,91.60
37,國文、英文、歷史、公民與社會                                                                                      ,138,165,0.49,30794     ,92.10
37,國文、英文、歷史、公民與社會                                                                                      ,134,153,0.46,30947     ,92.56
37,國文、英文、歷史、公民與社會                                                                                      ,130,115,0.34,31062     ,92.90
37,國文、英文、歷史、公民與社會                                                                                      ,126,112,0.33,31174     ,93.23
37,國文、英文、歷史、公民與社會                                                                                      ,122,102,0.31,31276     ,93.54
37,國文、英文、歷史、公民與社會                                                                                      ,118,79,0.24,31355     ,93.78
37,國文、英文、歷史、公民與社會                                                                                      ,114,74,0.22,31429     ,94.0
37,國文、英文、歷史、公民與社會                                                                                      ,110,61,0.18,31490     ,94.18
37,國文、英文、歷史、公民與社會                                                                                      ,106,62,0.19,31552     ,94.37
37,國文、英文、歷史、公民與社會                                                                                      ,102,54,0.16,31606     ,94.53
37,國文、英文、歷史、公民與社會                                                                                      ,98,34,0.1,31640     ,94.63
37,國文、英文、歷史、公民與社會                                                                                      ,94,36,0.11,31676     ,94.74
37,國文、英文、歷史、公民與社會                                                                                      ,90,32,0.1,31708     ,94.83
37,國文、英文、歷史、公民與社會                                                                                      ,86,25,0.07,31733     ,94.91
37,國文、英文、歷史、公民與社會                                                                                      ,82,21,0.06,31754     ,94.97
37,國文、英文、歷史、公民與社會                                                                                      ,78,20,0.06,31774     ,95.03
37,國文、英文、歷史、公民與社會                                                                                      ,74,12,0.04,31786     ,95.07
37,國文、英文、歷史、公民與社會                                                                                      ,70,19,0.06,31805     ,95.12
37,國文、英文、歷史、公民與社會                                                                                      ,66,14,0.04,31819     ,95.16
37,國文、英文、歷史、公民與社會                                                                                      ,62,13,0.04,31832     ,95.20
37,國文、英文、歷史、公民與社會                                                                                      ,58,13,0.04,31845     ,95.24
37,國文、英文、歷史、公民與社會                                                                                      ,54,4,0.01,31849     ,95.25
37,國文、英文、歷史、公民與社會                                                                                      ,50,11,0.03,31860     ,95.29
37,國文、英文、歷史、公民與社會                                                                                      ,46,13,0.04,31873     ,95.33
37,國文、英文、歷史、公民與社會                                                                                      ,42,8,0.02,31881     ,95.35
37,國文、英文、歷史、公民與社會                                                                                      ,38,11,0.03,31892     ,95.38
37,國文、英文、歷史、公民與社會                                                                                      ,34,8,0.02,31900     ,95.41
37,國文、英文、歷史、公民與社會                                                                                      ,30,6,0.02,31906     ,95.42
37,國文、英文、歷史、公民與社會                                                                                      ,26,4,0.01,31910     ,95.44
37,國文、英文、歷史、公民與社會                                                                                      ,22,1,0,31911     ,95.44
37,國文、英文、歷史、公民與社會                                                                                      ,18,1,0,31912     ,95.44
37,國文、英文、歷史、公民與社會                                                                                      ,14,3,0.01,31915     ,95.45
37,國文、英文、歷史、公民與社會                                                                                      ,10,1,0,31916     ,95.45
37,國文、英文、歷史、公民與社會                                                                                      ,6,1,0,31917     ,95.46
37,國文、英文、歷史、公民與社會                                                                                      ,2,1519,4.54,33436     ,100.0
38,國文、英文、歷史、地理                                                                                         ,398,0,0,0         ,0.0
38,國文、英文、歷史、地理                                                                                         ,394,0,0,0         ,0.0
38,國文、英文、歷史、地理                                                                                         ,390,0,0,0         ,0.0
38,國文、英文、歷史、地理                                                                                         ,386,0,0,0         ,0.0
38,國文、英文、歷史、地理                                                                                         ,382,0,0,0         ,0.0
38,國文、英文、歷史、地理                                                                                         ,378,0,0,0         ,0.0
38,國文、英文、歷史、地理                                                                                         ,374,0,0,0         ,0.0
38,國文、英文、歷史、地理                                                                                         ,370,0,0,0         ,0.0
38,國文、英文、歷史、地理                                                                                         ,366,0,0,0         ,0.0
38,國文、英文、歷史、地理                                                                                         ,362,0,0,0         ,0.0
38,國文、英文、歷史、地理                                                                                         ,358,6,0.02,6         ,0.02
38,國文、英文、歷史、地理                                                                                         ,354,5,0.01,11        ,0.03
38,國文、英文、歷史、地理                                                                                         ,350,28,0.07,39        ,0.10
38,國文、英文、歷史、地理                                                                                         ,346,45,0.12,84        ,0.22
38,國文、英文、歷史、地理                                                                                         ,342,70,0.18,154       ,0.40
38,國文、英文、歷史、地理                                                                                         ,338,120,0.31,274       ,0.72
38,國文、英文、歷史、地理                                                                                         ,334,217,0.57,491       ,1.28
38,國文、英文、歷史、地理                                                                                         ,330,253,0.66,744       ,1.95
38,國文、英文、歷史、地理                                                                                         ,326,310,0.81,1054      ,2.76
38,國文、英文、歷史、地理                                                                                         ,322,395,1.03,1449      ,3.79
38,國文、英文、歷史、地理                                                                                         ,318,473,1.24,1922      ,5.03
38,國文、英文、歷史、地理                                                                                         ,314,575,1.5,2497      ,6.53
38,國文、英文、歷史、地理                                                                                         ,310,567,1.48,3064      ,8.01
38,國文、英文、歷史、地理                                                                                         ,306,680,1.78,3744      ,9.79
38,國文、英文、歷史、地理                                                                                         ,302,720,1.88,4464      ,11.68
38,國文、英文、歷史、地理                                                                                         ,298,757,1.98,5221      ,13.66
38,國文、英文、歷史、地理                                                                                         ,294,722,1.89,5943      ,15.55
38,國文、英文、歷史、地理                                                                                         ,290,765,2,6708      ,17.55
38,國文、英文、歷史、地理                                                                                         ,286,844,2.21,7552      ,19.75
38,國文、英文、歷史、地理                                                                                         ,282,803,2.1,8355      ,21.85
38,國文、英文、歷史、地理                                                                                         ,278,868,2.27,9223      ,24.13
38,國文、英文、歷史、地理                                                                                         ,274,809,2.12,10032     ,26.24
38,國文、英文、歷史、地理                                                                                         ,270,828,2.17,10860     ,28.41
38,國文、英文、歷史、地理                                                                                         ,266,859,2.25,11719     ,30.65
38,國文、英文、歷史、地理                                                                                         ,262,848,2.22,12567     ,32.87
38,國文、英文、歷史、地理                                                                                         ,258,819,2.14,13386     ,35.01
38,國文、英文、歷史、地理                                                                                         ,254,822,2.15,14208     ,37.16
38,國文、英文、歷史、地理                                                                                         ,250,842,2.2,15050     ,39.37
38,國文、英文、歷史、地理                                                                                         ,246,913,2.39,15963     ,41.76
38,國文、英文、歷史、地理                                                                                         ,242,942,2.46,16905     ,44.22
38,國文、英文、歷史、地理                                                                                         ,238,882,2.31,17787     ,46.53
38,國文、英文、歷史、地理                                                                                         ,234,883,2.31,18670     ,48.84
38,國文、英文、歷史、地理                                                                                         ,230,932,2.44,19602     ,51.27
38,國文、英文、歷史、地理                                                                                         ,226,843,2.21,20445     ,53.48
38,國文、英文、歷史、地理                                                                                         ,222,869,2.27,21314     ,55.75
38,國文、英文、歷史、地理                                                                                         ,218,889,2.33,22203     ,58.08
38,國文、英文、歷史、地理                                                                                         ,214,923,2.41,23126     ,60.49
38,國文、英文、歷史、地理                                                                                         ,210,922,2.41,24048     ,62.90
38,國文、英文、歷史、地理                                                                                         ,206,839,2.19,24887     ,65.10
38,國文、英文、歷史、地理                                                                                         ,202,848,2.22,25735     ,67.32
38,國文、英文、歷史、地理                                                                                         ,198,770,2.01,26505     ,69.33
38,國文、英文、歷史、地理                                                                                         ,194,797,2.08,27302     ,71.42
38,國文、英文、歷史、地理                                                                                         ,190,774,2.02,28076     ,73.44
38,國文、英文、歷史、地理                                                                                         ,186,761,1.99,28837     ,75.43
38,國文、英文、歷史、地理                                                                                         ,182,676,1.77,29513     ,77.20
38,國文、英文、歷史、地理                                                                                         ,178,649,1.7,30162     ,78.90
38,國文、英文、歷史、地理                                                                                         ,174,667,1.74,30829     ,80.64
38,國文、英文、歷史、地理                                                                                         ,170,586,1.53,31415     ,82.17
38,國文、英文、歷史、地理                                                                                         ,166,538,1.41,31953     ,83.58
