校系.代碼,校名,系組名,國文,英文,數學甲,數學乙,歷史,地理,公民與社會,物理,化學,生物,錄取名額..含外加.,普通生錄取分數
501,東海大學,生命科學系生物醫學組,1.75,2,0,0,0,0,0,0,1,2,10,406.85
502,東海大學,生命科學系生態暨生物多樣性組,1.75,2,0,0,0,0,0,0,0,2,22,323.03
503,東海大學,應用數學系(A組),2,1.5,2,0,0,0,0,0,0,0,16,237.85
504,東海大學,應用數學系(B組),2,1.5,0,2,0,0,0,0,0,0,16,306.75
505,東海大學,化學工程與材料工程學系,1,1,2,0,0,0,0,1,2,0,60,284.2
506,東海大學,工業工程與經營資訊學系(A組),2,2,2,0,0,0,0,1,0,0,16,314
507,東海大學,工業工程與經營資訊學系(B組),2,2,0,1.75,0,0,0,0,0,0,16,326
510,東海大學,環境科學與工程學系(自然A組),2,1.5,1,0,0,0,0,0,2,0,23,291.5
511,東海大學,環境科學與工程學系(自然B組),2,1.5,1,0,0,0,0,0,0,2,23,309.1
512,東海大學,資訊工程學系資電工程組,1.5,2,2,0,0,0,0,0,0,0,9,277.35
513,東海大學,資訊工程學系數位創意組,2,2,0,1.5,0,0,0,0,0,0,8,336.4
514,東海大學,資訊工程學系軟體工程組,1.5,2,2,0,0,0,0,0,0,0,9,281.95
515,東海大學,電機工程學系IC設計與無線通訊組,1,1,2,0,0,0,0,1.5,1,0,15,309.5
516,東海大學,電機工程學系奈米電子與能源技術組,1,1,2,0,0,0,0,1,1.5,0,13,306.5
517,東海大學,企業管理學系(行銷與數位經營組),2,2,0,1.5,0,0,0,0,0,0,35,327.6
520,東海大學,企業管理學系(綠色與永續發展組),2,1.75,0,1.75,0,0,0,0,0,0,26,318.8
521,東海大學,企業管理學系(創業與組織領導組),1.75,2,0,2,1,1,0,0,0,0,33,463.15
522,東海大學,國際經營與貿易學系,1.75,2,0,2,0,0,0,0,0,0,120,354.13
523,東海大學,會計學系,1.75,2,0,2,1,1,0,0,0,0,53,513.23
524,東海大學,財務金融學系,1.75,2,0,2,0,0,0,0,0,0,77,379.03
525,東海大學,統計學系(自然組),1,1,2,0,0,0,0,0,0,0,14,180.3
526,東海大學,統計學系(社會組),1,1,0,2,0,0,0,0,0,0,16,242.6
527,東海大學,資訊管理學系,1.75,2,0,2,0,0,0,0,0,0,21,337.83
530,東海大學,經濟學系一般經濟組,1.5,2,0,2,1,1,0,0,0,0,71,442.45
531,東海大學,經濟學系產業經濟組,1.5,2,0,2,1,1,0,0,0,0,42,434.45
532,東海大學,政治學系政治理論組,2,2,0,0,0,0,1.75,0,0,0,20,356.2
533,東海大學,政治學系國際關係組,2,2,0,0,0,0,1.75,0,0,0,23,370.2
534,東海大學,行政管理暨政策學系,2,2,0,0,0,0,1.5,0,0,0,22,358.6
535,東海大學,社會學系,2,1.5,0,1,0,0,1.5,0,0,0,73,346.25
536,東海大學,社會工作學系,2,2,0,0,0,0,1.75,0,0,0,48,365.5
537,東海大學,畜產與生物科技學系(A組),1,1,0,0,0,0,0,0,0,2,15,243.3
540,東海大學,畜產與生物科技學系(B組),1,1,0,0,0,0,0,0,2,0,7,216.5
541,東海大學,畜產與生物科技學系(C組),1,1,0,2,0,0,0,0,0,0,9,252.2
542,東海大學,食品科學系(A組),1,2,1,0,0,0,0,0,2,2,20,443.7
543,東海大學,食品科學系(B組),1,2,0,1,0,0,0,0,2,2,17,431.6
544,東海大學,餐旅管理學系,2,2,0,1.5,1,1,0,0,0,0,17,487.2
551,東海大學,建築學系,1.5,2,1.75,0,0,0,0,1,1,0,22,490.25
552,東海大學,工業設計學系,2,2,1.75,0,0,0,0,1,0,0,20,393.9
553,東海大學,景觀學系(社會組),2,2,0,1,0,0,0,0,0,0,11,329
554,東海大學,景觀學系(自然A組),2,2,1,0,0,0,0,0,0,0,5,307.2
555,東海大學,景觀學系(自然B組),2,2,0,0,0,0,0,0,0,1.5,5,349.1
556,東海大學,法律學系,1.5,1.5,0,1,1,0,1,0,0,0,69,424.8
557,東海大學,國際經營管理學位學程(英語專班),1.25,2,0,1,0,0,0,0,0,0,11,293.03
560,國立清華大學,中國文學系,1.5,1.25,0,1,1,1,0,0,0,0,22,451.25
561,國立清華大學,外國語文學系,1,2,0,1,1,1,0,0,0,0,31,488.8
562,國立清華大學,人文社會學院學士班,1.5,1.5,0,1,1,1,1,0,0,0,42,557.3
563,國立清華大學,經濟學系第1組,1,2,0,2,1,1,0,0,0,0,36,584.8
564,國立清華大學,經濟學系第2組,1,2,0,2,0,0,0,0,0,0,36,430.2
565,國立清華大學,科技管理學院學士班,1.5,2,1.5,0,0,0,0,1,1,0,15,524
566,國立清華大學,計量財務金融學系甲組,1,1.5,1.5,0,0,0,0,0,0,0,13,308.65
567,國立清華大學,計量財務金融學系乙組,1,1.5,0,1.5,0,0,0,0,0,0,13,343.2
570,國立清華大學,數學系數學組,1,1.25,1.5,0,0,0,0,1.5,1,0,13,460.05
571,國立清華大學,數學系應用數學組,1,1.25,1.5,0,0,0,0,1.5,1,0,9,461.68
572,國立清華大學,物理學系物理組,1,1,1,0,0,0,0,1,1,0,25,381.6
573,國立清華大學,物理學系光電物理組,1,1,1,0,0,0,0,1,1,0,11,392.3
574,國立清華大學,化學系,1,1,1,0,0,0,0,1,1,0,31,377.3
575,國立清華大學,理學院學士班,1,1,1,0,0,0,0,1,1,0,11,380.6
576,國立清華大學,生醫工程與環境科學系,1,1,1,0,0,0,0,1,1,0,17,369.5
577,國立清華大學,工程與系統科學系甲組,1,1,1,0,0,0,0,1,1,0,9,376.7
600,國立清華大學,工程與系統科學系乙組,1,1,1,0,0,0,0,1,1,0,33,370.6
601,國立清華大學,原子科學院學士班,1,1,1,0,0,0,0,1,1,0,7,373.9
602,國立清華大學,化學工程學系,1,1,1,0,0,0,0,1,1,0,25,389.7
603,國立清華大學,動力機械工程學系甲組,1,1,1,0,0,0,0,1,1,0,4,397.5
604,國立清華大學,動力機械工程學系乙組,1,1,1,0,0,0,0,1,1,0,13,387.5
605,國立清華大學,材料科學工程學系,1,1,1,0,0,0,0,1,1,0,15,396.5
606,國立清華大學,工業工程與工程管理學系,1,1.5,1.5,0,0,0,0,1,1,0,19,444.05
607,國立清華大學,工學院學士班,1,1,1,0,0,0,0,1,1,0,8,394
610,國立清華大學,電機工程學系甲組,1,1,1,0,0,0,0,1,1,0,4,410.4
611,國立清華大學,電機工程學系乙組,1,1.5,1.5,0,0,0,0,1.5,1,0,17,524.85
612,國立清華大學,資訊工程學系甲組(電子資訊組),1,1,1,0,0,0,0,1,1,0,5,395
613,國立清華大學,資訊工程學系乙組(資訊工程組),1,1,1,0,0,0,0,1,1,0,47,378.4
614,國立清華大學,電機資訊學院學士班,1,1,1,0,0,0,0,1,1,0,13,395.9
615,國立清華大學,生命科學系,1,1.25,1,0,0,0,0,1,1.25,1.25,23,504.98
616,國立清華大學,醫學科學系,1,1.25,1,0,0,0,0,1,1.25,1,11,494.85
617,國立清華大學,生命科學院學士班,1,1,1,0,0,0,0,1,1,1,12,449.8
620,中國醫藥大學,牙醫學系,1,1,1,0,0,0,0,1,1,1,21,498.8
621,中國醫藥大學,醫學系,1,1,1,0,0,0,0,1,1,1,48,506.3
622,中國醫藥大學,中醫學系甲組,1,1,1.5,0,0,0,0,1,1,1,19,541.9
623,中國醫藥大學,中醫學系乙組,1,1,1.5,0,0,0,0,1,1,1,18,537.3
624,中國醫藥大學,藥學系,1,1.25,1,0,0,0,0,1,1.5,1,104,534.45
625,中國醫藥大學,公共衛生學系,2,1,1.5,0,0,0,0,0,1,2,17,461.5
626,中國醫藥大學,護理學系,1,2,1,0,0,0,0,0,1.5,1.5,28,453.05
627,中國醫藥大學,醫學檢驗生物技術學系,1,1.75,0,0,0,0,0,1,1.5,1.75,33,519.23
630,中國醫藥大學,營養學系,1,2,1,0,0,0,0,0,2,2,25,554.2
631,中國醫藥大學,物理治療學系,1,2,1,0,0,0,0,1,1,1.25,20,511.45
632,中國醫藥大學,生物科技學系,1,1.25,1,0,0,0,0,0,1.25,1.5,16,387.3
633,中國醫藥大學,運動醫學系,0,2,1,0,0,0,0,1.25,1,1.5,16,401.48
634,中國醫藥大學,中國藥學暨中藥資源學系,1,1.5,1,0,0,0,0,0,1.5,1.5,24,454.65
635,中國醫藥大學,醫務管理學系,1.75,2,2,0,0,0,0,0,0,0,13,345.98
636,中國醫藥大學,職業安全與衛生學系,2,1,1.5,0,0,0,0,0,2,1,14,414.2
637,中國醫藥大學,藥用化妝品學系,1,1.5,1,0,0,0,0,0,1.5,1.5,34,416.15
640,中國醫藥大學,健康風險管理學系,1,1.5,1.5,0,0,0,0,0,1.5,1,4,376.4
641,中國醫藥大學,生物醫學影像暨放射科學學系,1,0,2,0,0,0,0,1.5,1,2,12,495.85
642,中國醫藥大學,口腔衛生學系,1,1.5,1,0,0,0,0,0,1,1.25,14,340.85
643,國立交通大學,電機資訊學士班,1,1,1,0,0,0,0,1,1,0,17,398.2
644,國立交通大學,奈米科學及工程學士學位學程,1,1,1,0,0,0,0,1,1,0,11,379.7
645,國立交通大學,電子工程學系甲組,1,1,1,0,0,0,0,1,1,0,4,405.3
646,國立交通大學,電子工程學系乙組,1,1,1,0,0,0,0,1,1,0,12,398.2
647,國立交通大學,電機工程學系甲組,1,1,1,0,0,0,0,1,1,0,4,411.3
650,國立交通大學,電機工程學系乙組,1,1,1.5,0,0,0,0,1.5,1,0,13,477.1
651,國立交通大學,光電工程學系,1,1,1.5,0,0,0,0,1,1,0,11,424.3
652,國立交通大學,資訊工程學系資電工程組,1,1,1,0,0,0,0,1,1,0,17,391.2
653,國立交通大學,資訊工程學系資訊工程組,1,1,1,0,0,0,0,1,1,0,27,384.3
654,國立交通大學,資訊工程學系網路與多媒體工程組,1,1,1,0,0,0,0,1,1,0,13,381.4
655,國立交通大學,材料科學與工程學系,1,1,1,0,0,0,0,1,1,0,39,380
656,國立交通大學,機械工程學系,1,1,1,0,0,0,0,1,1,0,36,372
657,國立交通大學,土木工程學系,1,1,1,0,0,0,0,1,1,0,37,361
660,國立交通大學,理學院科學學士學位學程甲組,1,1,1,0,0,0,0,1,1,0,4,378
661,國立交通大學,電子物理學系光電與奈米科學組,1,1,1,0,0,0,0,1,1,0,8,383.9
662,國立交通大學,電子物理學系電子物理組,1,1,1,0,0,0,0,1,1,0,18,378.4
663,國立交通大學,應用化學系,1,1,1,0,0,0,0,1,1,0,27,369.7
664,國立交通大學,應用數學系,1,1,1.5,0,0,0,0,1,1,0,24,396.2
665,國立交通大學,生物科技學系,0,1.25,1,0,0,0,0,1,1.5,1.5,30,474.83
666,國立交通大學,資訊管理與財務金融學系資訊管理組,1,2,2,0,0,0,0,0,0,0,9,389.4
667,國立交通大學,資訊管理與財務金融學系財務金融組,1,2,0,2,0,0,0,0,0,0,8,439.8
670,國立交通大學,管理科學系,1,2,0,2,0,0,0,0,0,0,24,430.6
671,國立交通大學,運輸與物流管理學系,1,1.5,1.5,0,0,0,0,1,0,0,21,358.9
672,國立交通大學,工業工程與管理學系,1,1.5,1.5,0,0,0,0,1,1,0,26,436.1
673,國立交通大學,外國語文學系,1.5,2,0,1,1,1,0,0,0,0,28,519.4
674,國立交通大學,傳播與科技學系,1.5,1.5,0,1,1,1,0,0,0,0,16,478.35
675,國立交通大學,人文社會學系,1,1,0,1,1,0,1,0,0,0,26,403.7
676,淡江大學,中國文學學系,1.5,1,0,0,1,0,0,0,0,0,73,209.4
677,淡江大學,歷史學系,1.5,1,0,0,1.5,0,0,0,0,0,74,242.85
700,淡江大學,資訊與圖書館學系,1.5,2,0,1.5,1,0,0,0,0,0,57,339.5
701,淡江大學,大眾傳播學系,1.5,1.5,0,0,1,1,1,0,0,0,34,408.95
702,淡江大學,資訊傳播學系,1.5,1.5,0,1.5,1,1,0,0,0,0,27,417.3
703,淡江大學,教育科技學系,2,2,0,1.5,0,0,0,0,0,0,53,302.2
704,淡江大學,英文學系,1,2,0,0,1,1,0,0,0,0,108,341.9
705,淡江大學,法國語文學系,2,2,0,0,1,1,0,0,0,0,95,379.2
706,淡江大學,德國語文學系,1.5,2,0,0,1,1,0,0,0,0,35,367.4
707,淡江大學,西班牙語文學系,1,2,0,0,1,1,0,0,0,0,80,322
710,淡江大學,日本語文學系,1.5,1.5,0,1,1.5,1,0,0,0,0,98,414.5
711,淡江大學,俄國語文學系,2,2,0,0,1,0,0,0,0,0,37,308
712,淡江大學,財務金融學系,1.5,2,0,2,0,0,0,0,0,0,61,399.1
713,淡江大學,產業經濟學系,1.5,2,0,2,0,0,0,0,0,0,60,360.9
714,淡江大學,國際企業學系,1.5,2,0,2,0,0,0,0,0,0,54,390.75
715,淡江大學,保險學系,1.5,2,0,2,0,0,0,0,0,0,64,321.75
716,淡江大學,經濟學系,1.5,2,0,2,0,0,0,0,0,0,95,368.7
717,淡江大學,會計學系,1.5,2,0,2,0,0,0,0,0,0,60,387.3
720,淡江大學,企業管理學系,1.5,2,0,2,0,0,0,0,0,0,75,374.55
721,淡江大學,統計學系,1.5,2,0,2,0,0,0,0,0,0,110,327.05
722,淡江大學,資訊管理學系,1.5,2,0,2,0,0,0,0,0,0,123,332.55
723,淡江大學,運輸管理學系,1.5,2,0,2,0,0,0,0,0,0,63,337.2
724,淡江大學,公共行政學系,1.5,2,0,0,1,0,1,0,0,0,87,347.95
725,淡江大學,管理科學學系,1.5,2,2,0,0,0,0,0,0,0,38,246.7
726,淡江大學,理學院,1,1,2,0,0,0,0,1.5,1.5,0,60,250.3
727,淡江大學,數學學系數學組,1.5,1,2,0,0,0,0,2,0,0,30,237.1
730,淡江大學,數學學系資料科學與數理統計組,1.5,1,2,0,0,0,0,2,0,0,38,235.35
731,淡江大學,化學學系化學與生物化學組,1,1,2,0,0,0,0,2,2,0,25,358.6
732,淡江大學,化學學系材料化學組,1,1,2,0,0,0,0,2,2,0,34,400.3
733,淡江大學,物理學系光電物理組,1,1,1.5,0,0,0,0,1.5,1,0,27,243.8
734,淡江大學,物理學系應用物理組,1,1,1.5,0,0,0,0,1.5,1,0,31,221.7
735,淡江大學,建築學系,1.5,2,1.5,0,0,0,0,1,1,0,25,429.3
736,淡江大學,土木工程學系工程設施組,1,2,2,0,0,0,0,2,1,0,62,291.7
737,淡江大學,土木工程學系營建企業組,1,2,2,0,0,0,0,2,1,0,39,303.5
740,淡江大學,資訊工程學系,2,2,2,0,0,0,0,1,1,0,83,381.6
741,淡江大學,機械與機電工程學系光機電整合組,1.5,1,2,0,0,0,0,2,1,0,32,340.55
742,淡江大學,機械與機電工程學系精密機械組,1.5,1,2,0,0,0,0,2,1,0,33,329.5
743,淡江大學,電機工程學系電子資訊組,1.5,1,2,0,0,0,0,2,1,0,20,393.2
744,淡江大學,電機工程學系電子通訊組,1.5,1,2,0,0,0,0,2,1,0,23,383.45
745,淡江大學,電機工程學系電機與系統組,1.5,1,2,0,0,0,0,2,1,0,24,408.55
746,淡江大學,化學工程與材料工程學系,2,1,2,0,0,0,0,1,2,0,110,328.7
747,淡江大學,航空太空工程學系,1,2,2,0,0,0,0,2,1,0,73,326.2
750,淡江大學,水資源及環境工程學系水資源工程組,2,1,1,0,0,0,0,2,2,0,37,313.8
751,淡江大學,水資源及環境工程學系環境工程組,2,1,1,0,0,0,0,2,2,0,39,313.2
752,淡江大學,資訊創新與科技學系軟體工程組(蘭陽校園),1,2,2,0,0,0,0,0,0,0,15,200.5
753,淡江大學,資訊創新與科技學系應用資訊組(蘭陽校園),1,2,0,2,0,0,0,0,0,0,19,261.5
754,淡江大學,國際觀光管理學系(蘭陽校園),1,2,0,1,1,1,0,0,0,0,6,381.1
755,淡江大學,英美語言文化學系全英語學士班(蘭陽校園),2,2,0,0,1,0,0,0,0,0,6,332.2
756,淡江大學,全球政治經濟學系全英語學士班(蘭陽校園),1,2,0,0,1,0,0,0,0,0,7,256.4
757,逢甲大學,中國文學系,2,1,0,0,2,0,0,0,0,0,27,300.9
760,逢甲大學,外國語文學系,1.5,2,0,0,1.25,0,0,0,0,0,51,296.58
761,逢甲大學,會計學系,2,2,0,2,1,1,0,0,0,0,89,457.2
762,逢甲大學,國際貿易學系,1.5,2,0,1.5,1,1,0,0,0,0,90,402.35
763,逢甲大學,財務金融學系,1,1.5,0,1.5,0,0,0,0,0,0,64,240.95
764,逢甲大學,風險管理與保險學系,2,2,0,2,1,1,0,0,0,0,45,429.8
765,逢甲大學,財務工程與精算學士學位學程,1,2,0,2,0,0,0,0,0,0,21,290.3
766,逢甲大學,財稅學系,1.5,2,0,2,1,1,0,0,0,0,35,426.05
767,逢甲大學,合作經濟學系,1.5,2,0,2,1,1,0,0,0,0,34,407
770,逢甲大學,統計學系,1.5,1.75,0,2,0,0,0,0,0,0,41,281.85
771,逢甲大學,經濟學系,1.5,2,0,2,1,1,0,0,0,0,38,417.5
772,逢甲大學,企業管理學系,1.5,2,0,1.5,1,1,0,0,0,0,74,392.3
773,逢甲大學,國際企業管理學士學位學程(英語專班),1.5,2,0,1.5,1,1,0,0,0,0,8,466.6
774,逢甲大學,行銷學系,1.5,1.5,0,1.25,0,0,0,0,0,0,36,256.9
775,逢甲大學,土地管理學系,1.5,1,0,1,1,1.5,0,0,0,0,46,343.15
776,逢甲大學,機械與電腦輔助工程學系,2,1,2,0,0,0,0,2,0,0,44,280.6
777,逢甲大學,纖維與複合材料學系,2,1,2,0,0,0,0,1,2,0,26,316.6
1000,逢甲大學,工業工程與系統管理學系A組,2,1,2,0,0,0,0,2,0,0,27,275.8
1001,逢甲大學,工業工程與系統管理學系B組,2,2,0,1.5,0,0,0,0,0,0,27,292.2
1002,逢甲大學,化學工程學系,2,1,2,0,0,0,0,1,2,0,47,337.9
1003,逢甲大學,航太與系統工程學系,2,1,2,0,0,0,0,2,1,0,29,334.2
1004,逢甲大學,精密系統設計學士學位學程,2,1,2,0,0,0,0,2,0,0,14,269.9
1005,逢甲大學,應用數學系A組,1.75,1.75,2,0,0,0,0,0,0,0,13,239.13
1006,逢甲大學,應用數學系B組,1.75,1.75,0,2,0,0,0,0,0,0,14,291.8
1007,逢甲大學,環境工程與科學學系,2,1,1.75,0,0,0,0,1,2,0,48,315.2
1010,逢甲大學,材料科學與工程學系,2,1,1.5,0,0,0,0,1,1.25,0,33,286
1011,逢甲大學,光電學系,2,1,1.5,0,0,0,0,1.5,1,0,34,282.25
1012,逢甲大學,資訊工程學系,1.75,1,1.5,0,0,0,0,1.5,1,0,45,312.18
1013,逢甲大學,電子工程學系,2,1,1.75,0,0,0,0,1.5,0,0,26,270.3
1014,逢甲大學,電機工程學系,1.5,1,1.75,0,0,0,0,1.5,1,0,37,340.4
1015,逢甲大學,自動控制工程學系,2,1,1.75,0,0,0,0,1.5,0,0,19,260.15
1016,逢甲大學,資訊電機學院不分系榮譽班,1.75,1,1.75,0,0,0,0,1.5,1,0,29,313.73
1017,逢甲大學,通訊工程學系,2,1,1.75,0,0,0,0,1.75,0,0,19,271
1020,逢甲大學,土木工程學系,2,0,1.75,0,0,0,0,1.75,0,0,26,242.13
1021,逢甲大學,水利工程與資源保育學系,2,0,1.75,0,0,0,0,2,0,0,21,238.5
1022,逢甲大學,建築學系,2,2,1.75,0,0,0,0,1,0,0,33,375.25
1023,逢甲大學,都市計畫與空間資訊學系都市計畫組,2,1,0,1,1,2,0,0,0,0,31,407.6
1024,逢甲大學,都市計畫與空間資訊學系空間資訊組,2,1,0,1,1,2,0,0,0,0,24,400.9
1025,逢甲大學,運輸科技與管理學系,2,1.75,0,2,0,0,0,0,0,0,45,307.8
1026,國立中央大學,中國文學系,2,1.5,0,0,1,1,0,0,0,0,36,415.2
1027,國立中央大學,英美語文學系,1.5,2,0,0,1.25,1,0,0,0,0,46,452.85
1030,國立中央大學,法國語文學系,1.5,2,0,0,1.25,1,0,0,0,0,36,450.7
1031,國立中央大學,企業管理學系,1.5,2,0,2,0,0,0,0,0,0,79,448.7
1032,國立中央大學,財務金融學系,1,1.5,0,1.5,0,0,0,0,0,0,45,336.4
1033,國立中央大學,經濟學系,1.25,2,0,2,0,0,0,0,0,0,32,438.63
1034,國立中央大學,數學系,1,1.25,1.5,0,0,0,0,1.25,1,0,33,398.45
1035,國立中央大學,物理學系,1,1,1.5,0,0,0,0,1.5,1,0,28,413.55
1036,國立中央大學,化學學系,1,1,1.25,0,0,0,0,1.25,1.5,0,23,419.9
1037,國立中央大學,生命科學系,1,1,1,0,0,0,0,1,1.25,1.5,30,468.9
1040,國立中央大學,光電科學與工程學系,1,1,1,0,0,0,0,1,1,0,21,353.5
1041,國立中央大學,大氣科學學系大氣組,1,1,2,0,0,0,0,2,1,0,20,470.1
1042,國立中央大學,大氣科學學系太空組,1,1,2,0,0,0,0,2,1,0,19,468.4
1043,國立中央大學,地球科學學系,1,1.5,2,0,0,0,0,2,1,0,26,495.45
1044,國立中央大學,化學工程與材料工程學系,1,1,1,0,0,0,0,1,1,0,28,353
1045,國立中央大學,土木工程學系,1,1.5,2,0,0,0,0,2,1,0,73,502.45
1046,國立中央大學,機械工程學系光機電工程組,1,1.5,2,0,0,0,0,2,1,0,26,531.75
1047,國立中央大學,機械工程學系先進材料與精密製造組,1,1.5,2,0,0,0,0,2,1,0,29,521.65
1050,國立中央大學,機械工程學系設計與分析組,1,1.5,2,0,0,0,0,2,1,0,29,517.5
1051,國立中央大學,資訊管理學系,1.5,2,2,0,0,0,0,0,0,0,51,381.95
1052,國立中央大學,電機工程學系,1,1,1,0,0,0,0,1,1,0,24,362.8
1053,國立中央大學,資訊工程學系,1,1,1,0,0,0,0,1,1,0,52,351.5
1054,國立中央大學,通訊工程學系,1,1,1,0,0,0,0,1,1,0,16,348
1055,國立中央大學,理學院學士班,1,1,1.5,0,0,0,0,1.25,1.25,0,10,419.05
1056,國立中央大學,客家語文暨社會科學學系,1.5,1,0,1,1,0,1.5,0,0,0,10,462.1
1057,中國文化大學,哲學系,2,2,0,0,2,1,0,0,0,0,33,359
1060,中國文化大學,中國文學系中國文學組,2,2,0,0,2,1,0,0,0,0,71,359.6
1061,中國文化大學,中國文學系文藝創作組,2,2,0,0,2,1,0,0,0,0,36,368.8
1062,中國文化大學,史學系,2,2,0,0,2,1,0,0,0,0,45,368.2
1063,中國文化大學,日本語文學系,2,1.5,0,0,2,1,0,0,0,0,78,359.6
1064,中國文化大學,韓國語文學系,2,2,0,0,1,1,0,0,0,0,34,341.4
1065,中國文化大學,俄國語文學系,2,2,0,0,1,1,0,0,0,0,27,309.6
1066,中國文化大學,英國語文學系,1.5,2,0,0,1,1,0,0,0,0,94,281.95
1067,中國文化大學,法國語文學系,2,2,0,0,1,1,0,0,0,0,43,316
1070,中國文化大學,德國語文學系,2,2,0,1,1,1,0,0,0,0,38,346
1071,中國文化大學,應用數學系,1,1.5,2,0,0,0,0,1.5,1,0,64,207.9
1072,中國文化大學,光電物理學系甲組,1,1.5,1.5,0,0,0,0,2,1,0,21,232.95
1073,中國文化大學,光電物理學系乙組,1.5,1.5,0,2,0,0,0,0,0,0,5,246.4
1074,中國文化大學,化學系,1,1.5,1.5,0,0,0,0,1,2,0,22,238.6
1075,中國文化大學,地理學系A組,1,2,1,0,0,0,0,1,1,0,15,192.4
1076,中國文化大學,地理學系B組,1,2,0,1,1,2,0,0,0,0,15,361.9
1077,中國文化大學,大氣科學系,1,1.5,2,0,0,0,0,1.5,1,0,34,228.05
1100,中國文化大學,地質學系,1,1.5,1,0,0,0,0,1.75,2,0,27,231.9
1101,中國文化大學,生命科學系,1,1.5,1,0,0,0,0,0,1.5,2,35,274.45
1102,中國文化大學,法律學系法學組,1.5,1.5,0,1,1,1,1,0,0,0,121,373.9
1103,中國文化大學,法律學系財經法律組,1.5,1.5,0,1,1,1,1,0,0,0,63,385.3
1104,中國文化大學,政治學系,1.5,1,0,0,1.5,0,0,0,0,0,47,215.35
1105,中國文化大學,經濟學系,1,2,0,2,1,1,0,0,0,0,92,325
1106,中國文化大學,勞工關係學系勞資關係組,2,2,0,2,1,1,0,0,0,0,32,368.8
1107,中國文化大學,勞工關係學系人力資源組,2,2,0,2,1,1,0,0,0,0,28,367.8
1110,中國文化大學,社會福利學系,1.5,1.5,0,1.5,1,0,1,0,0,0,76,321
1111,中國文化大學,行政管理學系,1.5,1.5,0,1,1,0,1.5,0,0,0,70,341.65
1112,中國文化大學,園藝暨生物技術學系,1,2,1,0,0,0,0,0,2,2,29,298.7
1113,中國文化大學,動物科學系,1,2,0,0,0,0,0,0,2,2,24,289.2
1114,中國文化大學,森林暨自然保育學系,2,2,0,1,0,2,0,0,0,0,26,334.4
1115,中國文化大學,土地資源學系,2,2,1,0,0,0,0,0,2,0,23,252.2
1116,中國文化大學,生活應用科學系,2,2,0,1,2,1,0,0,0,0,22,400
1117,中國文化大學,保健營養學系,2,1,0,0,0,0,0,0,2,2,20,327.3
1120,中國文化大學,化學工程與材料工程學系,2,1,2,0,0,0,0,1,2,0,42,280.4
1121,中國文化大學,電機工程學系A組,1,1,1,0,0,0,0,0,0,0,30,112.8
1122,中國文化大學,電機工程學系B組,1,2,2,0,0,0,0,2,1,0,30,258.8
1123,中國文化大學,機械工程學系,2,1,2,0,0,0,0,2,1,0,54,269.7
1124,中國文化大學,紡織工程學系A組,2,2,1,0,0,0,0,1,2,0,10,278.2
1125,中國文化大學,紡織工程學系B組,2,2,0,1,2,1,0,0,0,0,11,397
1126,中國文化大學,資訊工程學系A組,2,1,2,0,0,0,0,2,1,0,20,290.7
1127,中國文化大學,資訊工程學系B組,2,1,0,2,2,1,0,0,0,0,27,413.4
1130,中國文化大學,國際貿易學系,2,2,0,2,1,1,0,0,0,0,92,381
1131,中國文化大學,國際企業管理學系,2,2,0,1,1,1,0,0,0,0,120,337.6
1132,中國文化大學,會計學系,2,2,0,1,2,1,0,0,0,0,41,408.8
1133,中國文化大學,觀光事業學系,1.5,2,0,2,1,1,0,0,0,0,76,364.85
1134,中國文化大學,資訊管理學系,1.5,2,0,2,1,1,0,0,0,0,72,347.5
1135,中國文化大學,財務金融學系金融行銷組,1,2,0,0,2,2,0,0,0,0,28,391.1
1136,中國文化大學,財務金融學系財務金融組,1.5,2,0,2,1,1,0,0,0,0,62,363.9
1137,中國文化大學,全球商務學士學位學程,1,2,0,1,1,1,0,0,0,0,4,308.3
1140,中國文化大學,新聞學系,2,2,0,1,1,1,2,0,0,0,62,494.4
1141,中國文化大學,廣告學系,2,2,0,0,0,0,1,0,0,0,54,279
1142,中國文化大學,資訊傳播學系,1.5,2,0,2,1,1,0,0,0,0,49,361.75
1143,中國文化大學,大眾傳播學系,2,2,0,2,1,1,0,0,0,0,66,406.4
1153,中國文化大學,戲劇學系,2,1,0,0,1,1,0,0,0,0,5,318.5
1154,中國文化大學,市政暨環境規劃學系,1.5,2,0,1,1,1.5,0,0,0,0,26,341.4
1155,中國文化大學,建築及都市設計學系,2,2,2,0,0,0,0,1,1,0,22,334
1156,中國文化大學,景觀學系,2,2,0,1,0,0,0,0,0,0,31,246.8
1157,中國文化大學,教育學系,2,1.5,0,0,0,0,1.5,0,0,0,18,287.45
1160,中國文化大學,體育學系,1.5,2,0,0,0,0,0,0,0,1,3,210.4
1161,中國文化大學,心理輔導學系,1.75,1.75,0,1.5,1,1,0,0,0,0,39,354.98
1162,中國文化大學,運動與健康促進學系,2,2,0,0,0,0,0,0,0,1,6,232.8
1163,靜宜大學,英國語文學系,1.5,2,0,0,1.5,1,0,0,0,0,74,329.45
1164,靜宜大學,西班牙語文學系,2,1.5,0,0,1,1,0,0,0,0,33,296.4
1165,靜宜大學,日本語文學系,2,1,0,0,1.5,1.5,0,0,0,0,62,341.2
1166,靜宜大學,中國文學系,2,1,0,0,1.25,0,0,0,0,0,57,230.8
1167,靜宜大學,社會工作與兒童少年福利學系,2,1,0,1,2,1,0,0,0,0,41,385.9
